xpoints,vpoints,tpoints
0.382060,0.699533,13.520000
0.409993,0.697045,13.560000
0.437816,0.693995,13.600000
0.465504,0.690306,13.640000
0.493031,0.685898,13.680000
0.520366,0.680690,13.720000
0.547474,0.674597,13.760000
0.574320,0.667534,13.800000
0.600863,0.659414,13.840000
0.627058,0.650151,13.880000
0.652859,0.639661,13.920000
0.678214,0.627863,13.960000
0.703069,0.614679,14.000000
0.727369,0.600037,14.040000
0.751052,0.583873,14.080000
0.774057,0.566128,14.120000
0.796321,0.546756,14.160000
0.817776,0.525720,14.200000
0.838356,0.502999,14.240000
0.857993,0.478581,14.280000
0.876620,0.452474,14.320000
0.894169,0.424700,14.360000
0.910574,0.395297,14.400000
0.925771,0.364322,14.440000
0.939700,0.331850,14.480000
0.952301,0.297972,14.520000
0.963520,0.262799,14.560000
0.973309,0.226457,14.600000
0.981623,0.189085,14.640000
0.988424,0.150840,14.680000
0.993681,0.111889,14.720000
0.997368,0.072408,14.760000
0.999469,0.032581,14.800000
0.999973,-0.007401,14.840000
0.998877,-0.047348,14.880000
0.996188,-0.087069,14.920000
0.991917,-0.126375,14.960000
0.986086,-0.165085,15.000000
0.978721,-0.203026,15.040000
0.969856,-0.240034,15.080000
0.959532,-0.275959,15.120000
0.947796,-0.310666,15.160000
0.934697,-0.344036,15.200000
0.920292,-0.375963,15.240000
0.904640,-0.406364,15.280000
0.887804,-0.435170,15.320000
0.869849,-0.462332,15.360000
0.850840,-0.487815,15.400000
0.830846,-0.511605,15.440000
0.809934,-0.533701,15.480000
0.788172,-0.554117,15.520000
0.765627,-0.572882,15.560000
0.742363,-0.590036,15.600000
0.718445,-0.605630,15.640000
0.693933,-0.619724,15.680000
0.668886,-0.632387,15.720000
0.643360,-0.643691,15.760000
0.617408,-0.653717,15.800000
0.591079,-0.662547,15.840000
0.564419,-0.670266,15.880000
0.537471,-0.676961,15.920000
0.510274,-0.682716,15.960000
0.482865,-0.687618,16.000000
0.455275,-0.691750,16.040000
0.427534,-0.695194,16.080000
0.399668,-0.698027,16.120000
0.371699,-0.700325,16.160000
0.343648,-0.702159,16.200000
0.315532,-0.703593,16.240000
0.287365,-0.704692,16.280000
0.259160,-0.705510,16.320000
0.230927,-0.706101,16.360000
0.202675,-0.706510,16.400000
0.174408,-0.706780,16.440000
0.146134,-0.706945,16.480000
0.117854,-0.707039,16.520000
0.089571,-0.707084,16.560000
0.061287,-0.707102,16.600000
0.033003,-0.707106,16.640000
0.004719,-0.707107,16.680000
-0.023565,-0.707107,16.720000
-0.051850,-0.707104,16.760000
-0.080134,-0.707092,16.800000
-0.108417,-0.707058,16.840000
-0.136698,-0.706983,16.880000
-0.164975,-0.706845,16.920000
-0.193244,-0.706614,16.960000
-0.221502,-0.706255,17.000000
-0.249742,-0.705730,17.040000
-0.277958,-0.704993,17.080000
-0.306138,-0.703994,17.120000
-0.334273,-0.702679,17.160000
-0.362347,-0.700985,17.200000
-0.390346,-0.698850,17.240000
-0.418249,-0.696204,17.280000
-0.446034,-0.692972,17.320000
-0.473678,-0.689078,17.360000
-0.501151,-0.684442,17.400000
-0.528422,-0.678981,17.440000
-0.555457,-0.672610,17.480000
-0.582217,-0.665242,17.520000
-0.608662,-0.656792,17.560000
