xpoints,vpoints,tpoints
1.552202,1.261207,43.300000
1.670358,1.099945,43.400000
1.771825,0.927692,43.500000
1.855588,0.746170,43.600000
1.920810,0.557193,43.700000
1.966841,0.362649,43.800000
1.993219,0.164481,43.900000
1.999682,-0.035331,44.000000
1.986165,-0.234789,44.100000
1.952802,-0.431902,44.200000
1.899928,-0.624699,44.300000
1.828071,-0.811254,44.400000
1.737948,-0.989703,44.500000
1.630460,-1.158264,44.600000
1.506681,-1.315252,44.700000
1.367848,-1.459098,44.800000
1.215348,-1.588365,44.900000
1.050704,-1.701762,45.000000
0.875563,-1.798156,45.100000
0.691672,-1.876583,45.200000
0.500871,-1.936260,45.300000
0.305066,-1.976590,45.400000
0.106212,-1.997171,45.500000
-0.093703,-1.997797,45.600000
-0.292681,-1.978462,45.700000
-0.488736,-1.939359,45.800000
-0.679907,-1.880878,45.900000
-0.864284,-1.803604,46.000000
-1.040026,-1.708309,46.100000
-1.205377,-1.595945,46.200000
-1.358683,-1.467636,46.300000
-1.498414,-1.324662,46.400000
-1.623174,-1.168452,46.500000
-1.731715,-1.000568,46.600000
-1.822954,-0.822686,46.700000
-1.895978,-0.636585,46.800000
-1.950059,-0.444123,46.900000
-1.984655,-0.247223,47.000000
-1.999421,-0.047853,47.100000
-1.994209,0.151995,47.200000
-1.969073,0.350324,47.300000
-1.924261,0.545153,47.400000
-1.860224,0.734535,47.500000
-1.777599,0.916578,47.600000
-1.677214,1.089462,47.700000
-1.560070,1.251461,47.800000
-1.427339,1.400956,47.900000
-1.280346,1.536453,48.000000
-1.120560,1.656598,48.100000
-0.949578,1.760192,48.200000
-0.769108,1.846198,48.300000
-0.580954,1.913757,48.400000
-0.386995,1.962195,48.500000
-0.189169,1.991027,48.600000
0.010547,1.999965,48.700000
0.210157,1.988921,48.800000
0.407668,1.958004,48.900000
0.601105,1.907523,49.000000
0.788537,1.837983,49.100000
0.968089,1.750079,49.200000
1.137969,1.644688,49.300000
1.296479,1.522864,49.400000
1.442034,1.385824,49.500000
1.573182,1.234938,49.600000
1.688610,1.071712,49.700000
1.787167,0.897779,49.800000
1.867867,0.714875,49.900000
